player_id,player_name,format,matches,innings,runs,balls_faced,highest_score,average,strike_rate,not_out,fours,sixes,fifty_plus,hundreds,double_hundreds
7852,Tyson Gordon,T20,3,3,32,37,23,10.67,86.49,0,3,0,0,0,0
7852,Tyson Gordon,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,Ruvindu Gunasekera,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,Ruvindu Gunasekera,ODI,19,19,455,679,72,23.95,67.02,0,40,11,6,0,0
1422,Ruvindu Gunasekera,T20,8,8,202,188,65,25.25,107.45,0,23,4,1,0,0
1422,Ruvindu Gunasekera,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
7676,Jimmy Hansra,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
7676,Jimmy Hansra,ODI,24,22,421,725,70,23.39,58.07,4,27,8,2,0,0
7676,Jimmy Hansra,T20,8,8,82,85,30,13.67,96.48,2,4,3,0,0,0
7676,Jimmy Hansra,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Zunaed Siddique,Test,19,37,969,2341,106,26.19,41.40,0,123,1,7,1,0
784,Zunaed Siddique,ODI,55,54,1201,1783,100,22.66,67.36,1,118,7,6,1,0
784,Zunaed Siddique,T20,7,7,160,108,71,22.86,148.15,0,16,7,1,0,0
784,Zunaed Siddique,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
6474,Nitish Kumar,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
6474,Nitish Kumar,ODI,16,15,217,397,38,15.5,54.66,1,18,0,0,0,0
6474,Nitish Kumar,T20,36,32,711,567,83,25.39,125.40,4,51,25,4,0,0
6474,Nitish Kumar,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
3289,Hiral Patel,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
3289,Hiral Patel,ODI,23,23,468,584,62,21.27,80.14,1,56,8,2,0,0
3289,Hiral Patel,T20,15,15,294,285,88,21,103.16,1,28,3,2,0,0
3289,Hiral Patel,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,Rizwan Cheema,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,Rizwan Cheema,ODI,33,32,764,685,94,24.65,111.54,1,92,35,6,0,0
1426,Rizwan Cheema,T20,24,24,389,314,72,16.91,123.89,1,33,28,2,0,0
1426,Rizwan Cheema,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Durand Soraine,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Durand Soraine,ODI,4,4,14,20,6,3.5,70.00,0,1,0,0,0,0
823,Durand Soraine,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Durand Soraine,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,Zubin Surkari,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,Zubin Surkari,ODI,23,21,323,642,49,17.94,50.32,3,30,0,0,0,0
1432,Zubin Surkari,T20,4,3,10,33,6,3.33,30.31,0,0,0,0,0,0
1432,Zubin Surkari,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
6475,Usman Limbada,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
6475,Usman Limbada,ODI,11,11,189,284,50,18.9,66.55,1,19,1,1,0,0
6475,Usman Limbada,T20,7,3,53,41,21,53,129.27,2,6,0,0,0,0
6475,Usman Limbada,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8026,Zahid Hussain,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
8026,Zahid Hussain,ODI,2,2,9,31,7,9,29.04,1,1,0,0,0,0
8026,Zahid Hussain,T20,3,2,3,8,2,0,37.50,2,0,0,0,0,0
8026,Zahid Hussain,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
6710,Andrew Balbirnie,Test,10,20,476,935,95,25.05,50.91,1,55,0,5,0,0
6710,Andrew Balbirnie,ODI,116,110,3264,4397,145,31.69,74.24,7,309,43,17,9,0
6710,Andrew Balbirnie,T20,109,106,2392,1941,83,23.22,123.24,3,254,68,12,0,0
6710,Andrew Balbirnie,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1451963,Cade Carmichael,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
1451963,Cade Carmichael,ODI,3,2,64,82,48,32,78.05,0,7,1,0,0,0
1451963,Cade Carmichael,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
1451963,Cade Carmichael,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
11130,Harry Tector,Test,7,14,391,896,85,27.93,43.64,0,39,7,4,0,0
